contract,comd,status,batch_count,tick_count,bars_match,bar_diff,times_match,volume_match,turnover_match,open_interest_match
nr2403,nr,ok,17442,17442,True,0,True,True,True,True
a1011,a,ok,8938,8938,True,0,True,True,True,True
IF1911,IF,ok,1750,1750,True,0,True,True,True,True
sc2301,sc,ok,27360,27360,True,0,True,True,True,True
ag2005,ag,ok,23444,23444,True,0,True,True,True,True
pb2309,pb,ok,23373,23373,True,0,True,True,True,True
RM1705,RM,ok,17441,17441,True,0,True,True,True,True
bc2203,bc,ok,22902,22902,True,0,True,True,True,True
cu2306,cu,ok,23471,23471,True,0,True,True,True,True
SH2601,SH,ok,13015,13015,True,0,True,True,True,True
ru1306,ru,ok,11459,11459,True,0,True,True,True,True
RI2503,RI,ok,4606,4606,True,0,True,True,True,True
sp2602,sp,ok,11799,11799,True,0,True,True,True,True
T1706,T,ok,9225,9225,True,0,True,True,True,True
m1901,m,ok,17487,17487,True,0,True,True,True,True
WH2601,WH,ok,3402,3402,True,0,True,True,True,True
TA1904,TA,ok,17139,17139,True,0,True,True,True,True
fu1410,fu,ok,7044,7044,True,0,True,True,True,True
cs2003,cs,ok,16092,16092,True,0,True,True,True,True
m1008,m,ok,6183,6183,True,0,True,True,True,True
MA2405,MA,ok,17516,17516,True,0,True,True,True,True
SF2408,SF,ok,11663,11663,True,0,True,True,True,True
wr1904,wr,ok,4283,4283,True,0,True,True,True,True
nr2311,nr,ok,17575,17575,True,0,True,True,True,True
au1906,au,ok,29836,29836,True,0,True,True,True,True
WH2401,WH,ok,4574,4574,True,0,True,True,True,True
TA1401,TA,ok,959,959,True,0,True,True,True,True
ru2203,ru,ok,17564,17564,True,0,True,True,True,True
FG1507,FG,ok,8780,8780,True,0,True,True,True,True
IH2012,IH,ok,8200,8200,True,0,True,True,True,True
pg2306,pg,ok,17445,17445,True,0,True,True,True,True
cu1601,cu,ok,23373,23373,True,0,True,True,True,True
pp1802,pp,ok,11631,11631,True,0,True,True,True,True
p1212,p,ok,2361,2361,True,0,True,True,True,True
ao2506,ao,ok,23034,23034,True,0,True,True,True,True
RM2201,RM,ok,17529,17529,True,0,True,True,True,True
MA2007,MA,ok,16039,16039,True,0,True,True,True,True
ni1605,ni,ok,23360,23360,True,0,True,True,True,True
CY2206,CY,ok,16538,16538,True,0,True,True,True,True
